[2016-02-17 10:49:02,899][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:08,105][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:26,722][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:26,723][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:26,723][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:26'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:26')
[2016-02-17 11:16:26,724][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:26,725][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:16:26,726][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_backup`.`id`, `cmdb_backup`.`backup_name`, `cmdb_backup`.`app_id`, `cmdb_backup`.`backup_time`, `cmdb_backup`.`status` FROM `cmdb_backup` WHERE `cmdb_backup`.`id` IN (68); args=(68,)
[2016-02-17 11:16:26,728][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) DELETE FROM `cmdb_backup` WHERE `cmdb_backup`.`id` IN (68); args=(68,)
[2016-02-17 11:16:26,858][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:26,859][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:26,859][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:26'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:26')
[2016-02-17 11:16:26,860][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:26,861][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:16:26,862][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_backup` WHERE `cmdb_backup`.`app_id` = 1; args=(1,)
[2016-02-17 11:16:26,868][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_backup`.`id`, `cmdb_backup`.`backup_name`, `cmdb_backup`.`app_id`, `cmdb_backup`.`backup_time`, `cmdb_backup`.`status` FROM `cmdb_backup` WHERE `cmdb_backup`.`app_id` = 1 ORDER BY `cmdb_backup`.`backup_time` DESC LIMIT 1; args=(1,)
[2016-02-17 11:16:35,087][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:35,088][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:35,088][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:35'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:35')
[2016-02-17 11:16:35,089][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:35,090][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) INSERT INTO `cmdb_tasklog` (`task_type`, `total_count`, `complete_count`) VALUES (NULL, 0, 0); args=[None, 0, 0]
[2016-02-17 11:16:35,130][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:16:35,131][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_app` SET `app_name` = 'test1', `upload_path` = '/opt/xebestv2/rootdir/upload/test1/synctoonline', `app_path` = 'release', `backup_path` = '/opt/xebestv2/rootdir/backup/test1', `start_script_path` = '/xebest/tomcat-erp/bin/startup.sh ', `stop_script_path` = 'killall -9 java', `publish_date` = '2016-02-17 03:00:33', `war_file` = NULL, `war_file_path` = '/opt/xebestv2/rootdir/upload/test1/test1.war', `task_id` = 1071, `rollback_status` = '20160214100836' WHERE `cmdb_app`.`id` = 1; args=(u'test1', u'/opt/xebestv2/rootdir/upload/test1/synctoonline', u'release', u'/opt/xebestv2/rootdir/backup/test1', u'/xebest/tomcat-erp/bin/startup.sh ', u'killall -9 java', u'2016-02-17 03:00:33', u'/opt/xebestv2/rootdir/upload/test1/test1.war', 1071, u'20160214100836', 1)
[2016-02-17 11:16:35,166][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:16:35,166][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_tasklog` SET `task_type` = 1, `total_count` = 1, `complete_count` = 0 WHERE `cmdb_tasklog`.`id` = 1071; args=(1, 1, 0, 1071)
[2016-02-17 11:16:35,224][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:35,225][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:35,225][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:35'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:35')
[2016-02-17 11:16:35,226][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:35,227][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:35,228][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:16:35,229][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1 ORDER BY `cmdb_server`.`id` ASC LIMIT 1; args=(1,)
[2016-02-17 11:16:35,719][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:35,720][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:35,721][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:35'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:35')
[2016-02-17 11:16:35,722][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:35,723][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1071; args=(1071,)
[2016-02-17 11:16:35,724][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:35,725][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1071 LIMIT 1; args=(1071,)
[2016-02-17 11:16:36,215][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:36,216][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:36,216][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:36'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:36')
[2016-02-17 11:16:36,217][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:36,218][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1071; args=(1071,)
[2016-02-17 11:16:36,219][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:36,220][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1071 LIMIT 1; args=(1071,)
[2016-02-17 11:16:36,726][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:36,727][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:36,727][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:36'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:36')
[2016-02-17 11:16:36,728][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:36,729][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1071; args=(1071,)
[2016-02-17 11:16:36,730][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:36,730][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1071 LIMIT 1; args=(1071,)
[2016-02-17 11:16:37,219][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:37,220][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:37,221][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:37'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:37')
[2016-02-17 11:16:37,222][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:37,223][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1071; args=(1071,)
[2016-02-17 11:16:37,223][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:37,224][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1071 LIMIT 1; args=(1071,)
[2016-02-17 11:16:37,722][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:37,723][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:37,724][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:37'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:37')
[2016-02-17 11:16:37,725][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:37,726][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1071; args=(1071,)
[2016-02-17 11:16:37,726][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:37,727][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1071 LIMIT 1; args=(1071,)
[2016-02-17 11:16:38,716][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:38,717][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:38,718][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:38'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:38')
[2016-02-17 11:16:38,718][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:16:38,720][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1071; args=(1071,)
[2016-02-17 11:16:38,720][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1071; args=(1071,)
[2016-02-17 11:16:38,721][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1071 LIMIT 1; args=(1071,)
[2016-02-17 11:16:39,228][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:39,229][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:16:39,229][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:16:39'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:16:39')
[2016-02-17 11:16:39,230][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
